medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
2024-07-27,Silver Medal,2.0,WEITZEIL Abbey,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1996-12-03,1935860,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,MANUEL Simone,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1996-08-02,1935945,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,CONNOLLY Erika,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-08-27,1935879,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,DOUGLASS Kate,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2001-11-17,1935895,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,HUSKE Torri,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-12-07,1935923,SWMW4X100MFRUSA01,True
2024-07-27,Silver Medal,2.0,WALSH Gretchen,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-29,1935998,SWMW4X100MFRUSA01,True
2024-07-27,Bronze Medal,3.0,CHENG Yujie,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2005-09-22,1945230,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3.0,WU Qingfeng,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2003-01-28,1945206,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3.0,YU Yiting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2005-09-05,1945164,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3.0,YANG Junxuan,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,2002-01-26,1945159,SWMW4X100MFRCHN01,True
2024-07-27,Bronze Medal,3.0,ZHANG Yufei,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-freestyle-relay/fnl-000100--,1998-04-19,1945125,SWMW4X100MFRCHN01,True
2024-07-28,Gold Medal,1.0,JEON Hunyoung,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,1994-05-29,1902121,ARCWTEAM3---KOR01,True
2024-07-28,Gold Medal,1.0,LIM Sihyeon,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2003-06-13,1902147,ARCWTEAM3---KOR01,True
2024-07-28,Gold Medal,1.0,NAM Suhyeon,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2005-01-27,1902148,ARCWTEAM3---KOR01,True
2024-07-28,Silver Medal,2.0,AN Qixuan,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2000-12-03,1913382,ARCWTEAM3---CHN01,True
2024-07-28,Silver Medal,2.0,LI Jiaman,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,1997-08-18,1913372,ARCWTEAM3---CHN01,True
2024-07-28,Silver Medal,2.0,YANG Xiaolei,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000100--,2000-06-28,1913380,ARCWTEAM3---CHN01,True
2024-07-28,Bronze Medal,3.0,RUIZ Angela,Female,MEX,Mexico,Mexico,MEX,Mexico,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,2006-07-28,1535429,ARCWTEAM3---MEX01,True
2024-07-28,Bronze Medal,3.0,VALENCIA Alejandra,Female,MEX,Mexico,Mexico,MEX,Mexico,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,1994-10-17,1535420,ARCWTEAM3---MEX01,True
2024-07-28,Bronze Medal,3.0,VAZQUEZ Ana,Female,MEX,Mexico,Mexico,MEX,Mexico,Mexico,Mexico,W,Archery,Women's Team,HTEAM,/en/paris-2024/results/archery/women-s-team/fnl-000200--,2000-10-05,1536479,ARCWTEAM3---MEX01,True
2024-07-29,Gold Medal,1.0,KIM Je Deok,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,2004-04-12,1902130,ARCMTEAM3---KOR01,True
2024-07-29,Gold Medal,1.0,KIM Woojin,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1992-06-20,1902135,ARCMTEAM3---KOR01,True
2024-07-29,Gold Medal,1.0,LEE Wooseok,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1997-08-07,1902144,ARCMTEAM3---KOR01,True
2024-07-29,Silver Medal,2.0,ADDIS Baptiste,Male,FRA,France,France,FRA,France,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,2006-12-07,1541270,ARCMTEAM3---FRA01,True
2024-07-29,Silver Medal,2.0,CHIRAULT Thomas,Male,FRA,France,France,FRA,France,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1997-09-15,1541272,ARCMTEAM3---FRA01,True
2024-07-29,Silver Medal,2.0,VALLADONT Jean-Charles,Male,FRA,France,France,FRA,France,France,France,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000100--,1989-03-20,1541275,ARCMTEAM3---FRA01,True
2024-07-29,Bronze Medal,3.0,GAZOZ Mete,Male,TUR,Türkiye,Türkiye,TUR,Türkiye,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,1999-06-08,1565000,ARCMTEAM3---TUR01,True
2024-07-29,Bronze Medal,3.0,TUMER Berkim,Male,TUR,Türkiye,Türkiye,TUR,Türkiye,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,2002-04-30,1565002,ARCMTEAM3---TUR01,True
2024-07-29,Bronze Medal,3.0,YILDIRMIS Abdullah,Male,TUR,Türkiye,Türkiye,TUR,Türkiye,Türkiye,Türkiye,M,Archery,Men's Team,HTEAM,/en/paris-2024/results/archery/men-s-team/fnl-000200--,2003-11-07,1565006,ARCMTEAM3---TUR01,True
2024-07-29,Gold Medal,1.0,HASHIMOTO Daiki,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2001-08-07,1919492,GARMTEAM----JPN01,True
2024-07-29,Gold Medal,1.0,KAYA Kazuma,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-11-19,1919491,GARMTEAM----JPN01,True
2024-07-29,Gold Medal,1.0,OKA Shinnosuke,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2003-10-31,1919480,GARMTEAM----JPN01,True
2024-07-29,Gold Medal,1.0,SUGINO Takaaki,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-10-18,1919479,GARMTEAM----JPN01,True
2024-07-29,Gold Medal,1.0,TANIGAWA Wataru,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-07-23,1919490,GARMTEAM----JPN01,True
2024-07-29,Silver Medal,2.0,LIU Yang,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1994-08-11,1918856,GARMTEAM----CHN01,True
2024-07-29,Silver Medal,2.0,SU Weide,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-03-19,1918858,GARMTEAM----CHN01,True
2024-07-29,Silver Medal,2.0,XIAO Ruoteng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1996-01-30,1918860,GARMTEAM----CHN01,True
2024-07-29,Silver Medal,2.0,ZHANG Boheng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-03-04,1918864,GARMTEAM----CHN01,True
2024-07-29,Silver Medal,2.0,ZOU Jingyuan,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-01-03,1918865,GARMTEAM----CHN01,True
2024-07-29,Bronze Medal,3.0,HONG Asher,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2004-03-23,1959781,GARMTEAM----USA01,True
2024-07-29,Bronze Medal,3.0,JUDA Paul,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2001-07-07,1959855,GARMTEAM----USA01,True
2024-07-29,Bronze Medal,3.0,MALONE Brody,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2000-01-07,1959823,GARMTEAM----USA01,True
2024-07-29,Bronze Medal,3.0,NEDOROSCIK Stephen,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,1998-10-28,1959865,GARMTEAM----USA01,True
2024-07-29,Bronze Medal,3.0,RICHARD Frederick,Male,USA,United States,United States of America,USA,United States,United States of America,United States of America,M,Artistic Gymnastics,Men's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--,2004-04-23,1959811,GARMTEAM----USA01,True
2024-07-29,Gold Medal,1.0,LIAN Junjie,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2000-11-03,1901555,DIVM10MTEAM2CHN01,True
2024-07-29,Gold Medal,1.0,YANG Hao,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,1998-02-03,1901554,DIVM10MTEAM2CHN01,True
2024-07-29,Silver Medal,2.0,DALEY Thomas,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,1994-05-21,1900838,DIVM10MTEAM2GBR01,True
2024-07-29,Silver Medal,2.0,WILLIAMS Noah,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2000-05-15,1900857,DIVM10MTEAM2GBR01,True
2024-07-29,Bronze Medal,3.0,WIENS Rylan,Male,CAN,Canada,Canada,CAN,Canada,Canada,Canada,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2002-01-02,1959146,DIVM10MTEAM2CAN01,True
2024-07-29,Bronze Medal,3.0,ZSOMBOR-MURRAY Nathan,Male,CAN,Canada,Canada,CAN,Canada,Canada,Canada,M,Diving,Men's Synchronised 10m Platform,TEAM,/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--,2003-04-28,1959132,DIVM10MTEAM2CAN01,True
2024-07-29,Gold Medal,1.0,McEWEN Tom,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1991-05-10,1970917,EQUOEVENTEAMGBR01,True
2024-07-29,Gold Medal,1.0,COLLETT Laura,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1989-08-31,1970898,EQUOEVENTEAMGBR01,True
2024-07-29,Gold Medal,1.0,CANTER Rosalind,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1986-01-13,1970892,EQUOEVENTEAMGBR01,True
2024-07-29,Gold Medal,1.0,INGHAM Yasmin,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,Great Britain,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1997-05-13,1970912,EQUOEVENTEAMGBR01,False
2024-07-29,Silver Medal,2.0,LAGHOUAG Karim Florent,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1975-08-04,1899846,EQUOEVENTEAMFRA01,True
2024-07-29,Silver Medal,2.0,LANDOIS Stephane,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1994-06-03,1899847,EQUOEVENTEAMFRA01,True
2024-07-29,Silver Medal,2.0,TOUZAINT Nicolas,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1980-05-10,1899866,EQUOEVENTEAMFRA01,True
2024-07-29,Silver Medal,2.0,le COZ Gireg,Male,FRA,France,France,FRA,France,France,France,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1989-03-14,1899848,EQUOEVENTEAMFRA01,False
2024-07-29,Bronze Medal,3.0,KITAJIMA Ryuzo,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1985-10-23,1946432,EQUOEVENTEAMJPN01,True
2024-07-29,Bronze Medal,3.0,OIWA Yoshiaki,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1976-07-19,1946434,EQUOEVENTEAMJPN01,True
2024-07-29,Bronze Medal,3.0,TOMOTO Kazuma,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1983-06-05,1946438,EQUOEVENTEAMJPN01,True
2024-07-29,Bronze Medal,3.0,TANAKA Toshiyuki,Male,JPN,Japan,Japan,JPN,Japan,Japan,Japan,O,Equestrian,Eventing Team,TEAM,/en/paris-2024/results/equestrian/eventing/jump000100--,1985-02-02,1946428,EQUOEVENTEAMJPN01,True
2024-07-30,Gold Medal,1.0,BILES Simone,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,1997-03-14,1959861,GARWTEAM----USA01,True
2024-07-30,Gold Medal,1.0,CAREY Jade,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2000-05-27,1959819,GARWTEAM----USA01,True
2024-07-30,Gold Medal,1.0,CHILES Jordan,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2001-04-15,1959825,GARWTEAM----USA01,True
2024-07-30,Gold Medal,1.0,LEE Sunisa,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2003-03-09,1959866,GARWTEAM----USA01,True
2024-07-30,Gold Medal,1.0,RIVERA Hezly,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2008-06-04,1959814,GARWTEAM----USA01,True
2024-07-30,Silver Medal,2.0,ANDREOLI Angela,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2006-06-06,1560761,GARWTEAM----ITA01,True
2024-07-30,Silver Medal,2.0,D'AMATO Alice,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2003-02-07,1551061,GARWTEAM----ITA01,True
2024-07-30,Silver Medal,2.0,ESPOSITO Manila,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2006-11-02,1560762,GARWTEAM----ITA01,True
2024-07-30,Silver Medal,2.0,IORIO Elisa,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2003-03-21,1560760,GARWTEAM----ITA01,True
2024-07-30,Silver Medal,2.0,VILLA Giorgia,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2003-02-23,1560759,GARWTEAM----ITA01,True
2024-07-30,Bronze Medal,3.0,ANDRADE Rebeca,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,1999-05-08,1953634,GARWTEAM----BRA01,True
2024-07-30,Bronze Medal,3.0,BARBOSA Jade,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,1991-07-01,1953624,GARWTEAM----BRA01,True
2024-07-30,Bronze Medal,3.0,OLIVEIRA Lorrane,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,1998-04-13,1953630,GARWTEAM----BRA01,True
2024-07-30,Bronze Medal,3.0,SARAIVA Flavia,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,1999-09-30,1953620,GARWTEAM----BRA01,True
2024-07-30,Bronze Medal,3.0,SOARES Julia,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Artistic Gymnastics,Women's Team,TEAM,/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--,2005-08-23,1953626,GARWTEAM----BRA01,True
2024-07-30,Gold Medal,1.0,FIAMINGO Rossella,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1991-07-14,1924585,FENWTEAMEPEEITA01,True
2024-07-30,Gold Medal,1.0,RIZZI Giulia,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1989-06-20,1924588,FENWTEAMEPEEITA01,True
2024-07-30,Gold Medal,1.0,SANTUCCIO Alberta,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1994-10-22,1924587,FENWTEAMEPEEITA01,True
2024-07-30,Gold Medal,1.0,NAVARRIA Mara,Female,ITA,Italy,Italy,ITA,Italy,Italy,Italy,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1985-07-18,1924586,FENWTEAMEPEEITA01,True
2024-07-30,Silver Medal,2.0,VITALIS Coraline,Female,FRA,France,France,FRA,France,France,France,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1995-05-09,1916182,FENWTEAMEPEEFRA01,True
2024-07-30,Silver Medal,2.0,MALLO-BRETON Auriane,Female,FRA,France,France,FRA,France,France,France,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1993-10-11,1916183,FENWTEAMEPEEFRA01,True
2024-07-30,Silver Medal,2.0,CANDASSAMY Marie-Florence,Female,FRA,France,France,FRA,France,France,France,W,Fencing,Women's Épée Team,HTEAM,/en/paris-2024/results/fencing/women-s-epee-team/fnl-000100--,1991-02-26,1916184,FENWTEAMEPEEFRA01,True
