year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,waubgafc5cn004304,ca,41,47513,white,brown,fratelli investment group,28500,28750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c52cc963717,ca,38,43648,blue,beige,autobahn west enterprises inc,41600,40000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c5xcc576390,ca,45,29460,black,black,financial services remarketing (lease),40700,40500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c54cc808772,ca,44,37915,black,black,financial services remarketing (lease),33500,34000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,automatic,jh4cu2f82cc003672,ca,46,91532,black,black,high bid trading co inc,15650,15000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c5xce755675,ca,39,38166,white,—,financial services remarketing (lease),21600,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl7ca093223,ca,38,39272,blue,black,california auto exchange,19500,20250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c54cf341317,ca,41,30875,white,—,financial services remarketing (lease),25700,41000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c50ce729202,ca,27,26285,gray,gray,financial services remarketing (lease),28800,26500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c5xcdl71849,ca,28,36051,gray,black,financial services remarketing (lease),46400,42900,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Acura,ZDX,Technology Package,Hatchback,automatic,2hnyb1h47ch500760,ca,37,48115,black,—,high bid trading co inc,27000,28000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl9cn004681,ca,38,48158,blue,gray,fratelli investment group,18650,19500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c54cc618689,ca,42,37688,white,—,financial services remarketing (lease),44200,45500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c50ce728518,ca,47,35006,white,tan,financial services remarketing (lease),27800,27300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw24135,ca,46,35638,blue,gray,financial services remarketing (lease),31500,31500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c52cdu59166,ca,33,26936,gray,gray,financial services remarketing (lease),35800,34500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Coupe,automatic,wbalw3c59cc891863,ca,41,50362,white,white,high bid trading co inc,40500,42000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c54cc963069,ca,49,46501,black,black,financial services remarketing (lease),40800,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Acura,MDX,Base,SUV,automatic,2hnyd2h22ch514452,ca,36,34643,gray,black,ahfc/honda lease trust/hvt  inc. eot,26600,27000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c5xcc808193,ca,28,36773,black,black,financial services remarketing (lease),33700,32500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c55cdl71077,ca,48,25070,silver,—,financial services remarketing (lease),49400,50000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3cn322875,ca,35,65600,gray,black,dtg operations inc,7875,8300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,E-Series Wagon,E-350 Super Duty XL,Van,,1fbss3bl8cdb20464,ca,2,42804,white,gray,enterprise vehicle exchange / tra / rental / tulsa,16150,16000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg0ckb55384,ca,35,45035,gray,beige,ford motor credit company llc pd,15450,14100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7cn259165,ca,35,38669,black,black,dtg operations inc,8975,9400,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5cba41602,ca,46,20035,gray,black,ford motor credit company llc pd,20700,20800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c56cl763245,ca,38,39302,black,gray,financial services remarketing (lease),36100,39750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Cadillac,SRX,Base,SUV,automatic,3gyfnge34cs551059,ca,35,64568,black,gray,us bank,16350,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcse06cg246240,ca,28,32104,silver,black,california republic bank,23300,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk4jc4cba12890,ca,46,41115,white,gray,ford motor credit company llc pd,19800,22100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,Titanium,Hatchback,automatic,1fahp3n21cl330426,ca,3,26747,red,black,remarketing by ge/chase lease remarketing co,12900,14000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Flex,Limited,Wagon,,2fmgk5dc5cbd10752,ca,,53527,silver,—,onemain rem/manheim southern california,19350,16750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,Z4,sDrive28i,Convertible,automatic,wball5c57ce716603,ca,45,19767,black,black,financial services remarketing (lease),31000,32000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c51cl663432,ca,36,38715,black,beige,financial services remarketing (lease),36400,34000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5sc1c7112914,ca,39,69407,white,gray,hoehn honda,7950,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LS,SUV,automatic,1gnkveed2cj170787,ca,4,41873,white,gray,merchants automotive group,16600,18200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e0xcf381988,ca,29,67196,black,gray,the hertz corporation,8425,9300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,Titanium,Hatchback,automatic,1fahp3n22cl337238,ca,39,29499,black,black,ford motor credit company llc pd,12900,14900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f21cl196273,ca,3,64750,red,black,remarketing by ge/chase lease remarketing co,8150,8500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvcg7cf125051,ca,29,38079,white,—,merchants automotive group,24900,24750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3bt7cea57572,ca,42,31076,gray,black,us bank,41800,44750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced3cj124033,ca,37,21147,silver,black,fiserv/usb dealer services northstar exchange,25800,24500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj9cm137823,ca,25,38159,white,black,star ford lincoln,9250,5500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LT Fleet,Sedan,automatic,1g1pe5sc8c7272918,ca,27,60360,white,black,jpmorgan chase bank n.a.,8300,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,,1fmcu9eg8ckb92798,ca,2,65503,white,beige,hertz damaged liquidation,15200,6000,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2012,FIAT,500,Sport,Hatchback,manual,3c3cffbr5ct382578,ca,28,37547,black,black,nvp remarketing,8575,8000,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c51cl889822,ca,33,56780,black,black,myrddin fleet services,30200,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab5cn208287,ca,21,55277,black,black,dtg operations inc,8750,6900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m26cl436775,ca,39,68306,white,black,mars auto,8700,8200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,SE,Hatchback,manual,3fadp4ej1cm105661,ca,37,36404,red,black,ford motor credit company llc pd,8700,8200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba19503,ca,48,27952,burgundy,—,walters auto sales/service inc,19850,20000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc6cba33928,ca,41,31495,blue,black,ford motor credit company llc pd,19550,18300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLS,SUV,automatic,1fmcu0c7xckb67643,ca,45,84062,blue,gray,ford motor credit company llc pd,9250,9900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Journey,SXT,SUV,automatic,3c4pdcbgxct207887,ca,19,46816,silver,black,wheels exchange llc,12350,14400,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SE,SUV,automatic,2fmdk3gc4cba60486,ca,45,67529,silver,black,ford motor credit company llc pd,12900,10800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,automatic,1fahp3h27cl120201,ca,37,89575,red,tan,wells fargo dealer services,7475,9000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,Z4,sDrive28i,Convertible,automatic,wball5c56ce716642,ca,37,41179,black,black,financial services remarketing (lease),30300,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Charger,SRT8,Sedan,automatic,2c3cdxej5ch103303,ca,37,27842,black,black,high bid trading co inc,31600,34750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Ford,Flex,SE,Wagon,automatic,2fmgk5bcxcbd20762,ca,36,34682,gray,gray,ford motor credit company llc,16500,18100,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Flex,Limited,Wagon,automatic,2fmhk6dt5cbd09627,ca,39,44712,black,black,ford motor credit company llc pd,23800,24800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c51cl423542,ca,43,37269,gray,black,ge fleet services for itself/servicer,36500,36500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,ford,e350,wagon v8 xlt,,automatic,1fdne3bl8cda87395,ca,35,84186,white,gray,vpsi  inc,12200,10300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LS,Sedan,manual,1g1pd5sh5c7328067,ca,31,53563,silver,black,balboa thrift & loan association,8050,7500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c59cl664537,ca,38,24720,gray,black,financial services remarketing (lease),38600,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Camaro,LT,Convertible,automatic,2g1fc3d31c9123218,ca,29,35815,silver,gray,tdaf remarketing,16900,16100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Equinox,LT,SUV,automatic,2gnfleek0c6316896,ca,35,80435,silver,black,wheels exchange llc,12500,12400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chrysler,300,S V6,Sedan,automatic,2c3ccabg6ch183090,ca,43,27368,gray,black,orange county's credit union,21300,22000,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,,1ftew1cm9ckd05952,ca,46,51189,gray,gray,ford motor credit company llc pd,19700,20200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Explorer,Base,SUV,automatic,1fmhk7b83cga31940,ca,19,44896,black,tan,galpin ford studio rentals,16550,19250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0eg8cka50169,ca,24,35488,gray,black,premium auto wholesale,16000,14000,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35d,SUV,,5uxzw0c57cl671289,ca,4,33400,gray,—,bmw of riverside,33200,28250,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT)
2012,FIAT,500,C Pop,Convertible,manual,3c3cffdr3ct355098,ca,43,27596,green,black,san diego sports cars,8725,10000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50cl724217,ca,45,50002,gray,black,financial services remarketing (lease),25600,26000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e04cf380576,ca,4,58781,white,gray,the hertz corporation/gm,8925,10000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Buick,Enclave,Leather Group,SUV,automatic,5gakrced0cj149925,ca,41,34807,beige,beige,fiserv/usb dealer services northstar exchange,24100,22000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,3gnfl4e53cs609522,ca,3,58112,silver,black,the hertz corporation/gm,11900,11900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e30c1116290,ca,41,56524,white,black,cig financial,9350,9200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gc1kvcg3cf136273,ca,29,61464,white,black,merchants automotive group,22600,22500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Cadillac,Escalade,Luxury,SUV,automatic,1gys3bef3cr133032,ca,36,35551,black,black,fiserv/usb dealer services northstar exchange,36600,36500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e7xckc08558,ca,47,30843,white,beige,ford motor credit company llc pd,15750,16000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,2c4rdgbgxcr138394,ca,44,97805,silver,black,wheels exchange llc,7975,8900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc5c7318718,ca,42,26691,white,gray,ge fleet services for itself/servicer,10450,11500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2cr308102,ca,29,54064,black,beige,tdaf remarketing,10650,11750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc0cba63263,ca,42,24065,black,black,ford motor credit company llc pd,21100,23000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chrysler,200,LX,Sedan,automatic,1c3ccbab7cn236141,ca,,1,gray,black,santander consumer,10450,1300,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Ford,Edge,SE,SUV,automatic,2fmdk3g93cba04334,ca,45,30801,white,beige,ford motor credit company llc pd,15400,16600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X6,xDrive50i,SUV,automatic,5uxfg8c57cl590176,ca,19,39766,black,tan,financial services remarketing (lease),40100,37500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k20cl268649,ca,29,63205,black,black,dtg operations inc,8525,8300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pg5sc3c7127456,ca,19,76900,white,black,california fleet inc,8475,5600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Edge,SE,SUV,automatic,2fmdk3gc7cba30642,ca,46,21368,brown,black,ford motor credit company llc pd,16300,16200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zd5e01cf385922,ca,38,67321,silver,black,the hertz corporation/gm,9400,9300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fiesta,S,Sedan,automatic,3fadp4aj1cm132316,ca,3,149962,white,gray,enterprise fm exchange/tra/lease,3650,3200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Cadillac,CTS Coupe,Premium,CTS Coupe,automatic,1g6dp1e36c0128773,ca,4,18736,brown,beige,desert auto trade,27100,27500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f22cl321491,ca,48,9059,gray,gray,ford motor credit company llc pd,11050,12100,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LT,Extended Cab,,1gcrkse74cz226528,ca,42,66654,red,beige,aaero sweet company,19950,23000,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,LS,Sedan,automatic,1g1pc5sh1c7277640,ca,22,34564,silver,black,gm financial,9000,7900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab0cn322185,ca,38,63184,gray,black,dtg operations inc,7950,8000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ford,F-150,FX2,SuperCrew,automatic,1ftfw1ct0cfb64807,ca,46,28687,gray,black,ford motor credit company llc pd,26700,30500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c55cl759655,ca,49,26640,gray,gray,financial services remarketing (lease),39200,40250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc3cba60133,ca,44,31566,blue,black,ford motor credit company llc pd,19550,19800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9cr296434,ca,34,43287,silver,black,exeter finance corp,11450,12000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc5cba60246,ca,44,32802,black,black,ford motor credit company llc pd,19400,18400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg5cr304885,ca,,71067,white,black,hertz/tra,11950,4000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e34c1315374,ca,19,62053,black,black,the hertz corporation,9075,7100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pg5sc6c7268604,ca,3,57479,silver,black,the hertz corporation/gm,9275,9300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k20cl290456,ca,45,21147,black,black,ford motor credit company llc pd,10650,11300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg4cr274826,ca,26,63821,white,beige,dtg operations inc,10450,10100,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2012,Cadillac,Escalade,Premium,SUV,automatic,1gys3cef9cr278064,ca,38,53781,black,black,fiserv/usb dealer services northstar exchange,35600,35500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew7cda57433,ca,2,46441,white,gray,enterprise vehicle exchange / tra / rental / tulsa,16000,11900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Volt,Base,Hatchback,automatic,1g1rd6e47cu107918,ca,36,42947,burgundy,beige,fiserv/usb dealer services northstar exchange,13850,15750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc6c7307355,ca,3,61852,blue,black,the hertz corporation/gm,8500,10000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l35cr239363,ca,44,17319,white,tan,wholesale motor sales inc,15100,14600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Sedan,automatic,1fahp3f22cl294180,ca,28,22548,black,gray,ford motor credit company llc pd,10500,10500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k26cl423057,ca,3,44674,white,black,enterprise fm exchange/tra/lease,9475,4000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m24cl423300,ca,46,48952,white,beige,ford motor credit company llc pd,10050,11700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc0c7375697,ca,46,36315,red,gray,ge fleet services for itself/servicer,10100,10400,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,1gcrkpea6cz132644,ca,39,10482,white,gray,merchants automotive group,20600,20200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c56cl737789,ca,47,63550,gray,black,financial services remarketing (lease),24800,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e03cf277854,ca,44,72362,silver,gray,fleet street remarketing llc,8850,8800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3bl2cdb17284,ca,43,46865,white,gray,enterprise veh exchange/rental,15650,14400,Wed Dec 31 2014 15:05:00 GMT-0800 (PST)
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c53cl762179,ca,44,48374,blue,gray,financial services remarketing (lease),35200,34750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0dg9ckc18905,ca,43,49575,black,black,ford motor credit company llc pd,12350,14600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Express Cargo,1500,Van,automatic,1gcsgafx9c1156776,ca,28,160525,white,gray,lease plan usa,8800,7800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e35c1171477,ca,43,64722,silver,black,ge fleet services for itself/servicer,9000,8600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,Eco,Sedan,manual,1g1pk5scxc7100916,ca,28,62380,charcoal,gray,west coast acceptance,8250,8200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
